,Unnamed: 0,pub_date,actual,forecast,previous,rolling_std,z-score,1,5,6,7
305,305,2014-02-20,-250,-255,-237,74.01637820391008,0.06755261634425479,108.239998,107.160004,6361300,0.061184696604596134
306,306,2014-02-27,-95,-110,-250,79.03408355663002,0.1897915345504336,99.839996,99.160004,3348100,-0.0775883344979329
307,307,2014-03-06,-152,-134,-95,72.63274159437441,-0.2478221199541523,101.08000200000001,102.800003,4343000,0.036050634698107764
308,308,2014-03-13,-195,-199,-152,66.87550622861366,0.059812631344068126,98.0,97.239998,3256300,-0.05560325332368876
309,309,2014-03-20,-48,-58,-195,78.08673305234308,0.12806272729193066,97.91999799999999,97.199997,2512200,-0.00041144827805883466
310,310,2014-03-27,-57,-49,-48,82.5133138935589,-0.09695405047384104,98.839996,100.400002,3705000,0.032391546575751384
311,311,2014-04-03,-74,-75,-57,87.32263408900603,0.0114517846424642,98.360001,98.839996,2965800,-0.01565988652698458
312,312,2014-04-10,4,15,-74,91.04290530327236,-0.12082215482203673,101.199997,103.160004,3640200,0.042778879136899484
313,313,2014-04-17,24,35,4,102.71584811773432,-0.10709155599232993,100.360001,105.199997,4751200,0.019582051998637162
314,314,2014-04-24,49,40,24,109.61430314765249,0.08210607321817147,106.160004,104.360001,1094000,-0.00801680193575649
315,315,2014-05-01,82,75,49,110.58477483018369,0.06329985308329603,106.360001,104.440002,1576500,0.0007662931299359244
316,316,2014-05-08,74,71,82,106.58145270452108,0.02814748648920173,104.480003,101.480003,3335200,-0.02875099868712283
317,317,2014-05-15,105,99,74,95.69217535536758,0.06270105134216122,96.440002,98.519997,2471000,-0.029602221491888514
318,318,2014-05-22,106,104,105,99.5680063011602,0.020086773596235955,98.839996,96.720001,2581200,-0.018439326156006963
319,319,2014-05-29,114,110,106,93.75144443331705,0.04266600929914308,102.400002,101.199997,1565100,0.04527851056343568
320,320,2014-06-05,119,116,114,70.6933197306892,0.042436824461330944,103.400002,103.559998,1643200,0.023052408361764698
321,321,2014-06-12,107,111,119,66.91304850779146,-0.059779072829632525,100.480003,104.91999799999999,4181900,0.013047000365669525
322,322,2014-06-19,113,112,107,58.66772123707811,0.017045148148143827,103.239998,101.639999,1541100,-0.03176098732321275
323,323,2014-06-26,110,101,113,38.64161283414853,0.23290953301117084,101.0,98.040001,3316400,-0.036061579753487116
324,324,2014-07-03,100,100,110,29.432382701968603,0.0,95.68,96.400002,1007700,-0.016869346496442894
325,325,2014-07-10,93,92,100,20.272387549809856,0.04932818088362658,91.91999799999999,90.760002,992000,-0.06028754041560713
326,326,2014-07-17,107,99,93,13.34507059145426,0.5994722879265197,89.400002,87.480003,3978100,-0.03680845184566106
327,327,2014-07-24,90,95,107,12.393791211975813,-0.4034278062687247,83.480003,84.720001,2381800,-0.03205851700537998
328,328,2014-07-31,88,92,90,9.782482798193813,-0.4088941511595133,83.239998,84.400002,2644400,-0.003784287798145769
329,329,2014-08-07,82,89,88,11.704376285920262,-0.5980668964326297,87.32,85.599998,1866200,0.014117834484616232
